-75.27362,39.8763,0.2869,
14216,48822 ,50857 ,Aggravated Assault No Firearm,171263
14217,42931 ,30171 ,Theft from Vehicle,171290
14218,55423 ,42100 ,Aggravated Assault No Firearm,171295
14219,34660 ,30908 ,Aggravated Assault Firearm,171380
14220,33591 ,26265 ,Robbery Firearm,171392
14221,23375 ,44103 ,Robbery Firearm,171402
14222,65306 ,46030 ,Theft from Vehicle,171403
14223,33191 ,17492 ,Burglary Residential,171411
14224,14786 ,33931 ,Aggravated Assault No Firearm,171428
14225,14786 ,33931 ,Aggravated Assault Firearm,171431
14226,44956 ,52115 ,Aggravated Assault No Firearm,171437
14227,50416 ,39852 ,Aggravated Assault No Firearm,171437
14228,78277 ,52666 ,Aggravated Assault No Firearm,171442
14229,44956 ,52115 ,Robbery No Firearm,171460
14230,50640 ,36954 ,Aggravated Assault No Firearm,171464
14231,29798 ,20514 ,Aggravated Assault No Firearm,171479
14232,68641 ,57165 ,Theft from Vehicle,171482
14233,44221 ,30273 ,Robbery Firearm,171517
14234,59048 ,43667 ,Robbery Firearm,171522
14235,39488 ,22938 ,Homicide - Gross Negligence,171526
14236,44737 ,66345 ,Theft from Vehicle,171526
14237,21465 ,52093 ,Aggravated Assault No Firearm,171533
14238,42081 ,63489 ,Robbery Firearm,171537
14239,69658 ,43970 ,Robbery No Firearm,171542
14240,38055 ,16521 ,Rape,171564
14241,77346 ,57446 ,Theft from Vehicle,171579
14242,31252 ,18257 ,Robbery No Firearm,171654
14243,50023 ,34438 ,Rape,171658
14244,24995 ,28448 ,Motor Vehicle Theft,171686
14245,27038 ,63140 ,Theft from Vehicle,171781
14246,36040 ,50788 ,Theft from Vehicle,171814
14247,28221 ,64243 ,Theft from Vehicle,171824
14248,9508 ,32494 ,Burglary Residential,171840
14249,58770 ,37633 ,Burglary Non-Residential,171898
14250,17232 ,19684 ,Aggravated Assault No Firearm,171906
14251,45614 ,46787 ,Theft from Vehicle,171918
14252,49268 ,51846 ,Theft from Vehicle,171925
14253,51462 ,38454 ,Burglary Residential,171945
14254,31158 ,34923 ,Burglary Residential,171951
14255,40537 ,58944 ,Burglary Non-Residential,171958
14256,35042 ,22671 ,Theft from Vehicle,171970
14257,17789 ,52272 ,Burglary Residential,172001
14258,39672 ,39131 ,Burglary Residential,172007
14259,64205 ,42195 ,Theft from Vehicle,172009
14260,43730 ,43403 ,Aggravated Assault Firearm,172012
14261,36368 ,23655 ,Theft from Vehicle,172012
14262,26352 ,62564 ,Theft from Vehicle,172018
14263,43499 ,48383 ,Theft from Vehicle,172022
14264,77093 ,52882 ,Burglary Residential,172028
14265,43143 ,29646 ,Aggravated Assault No Firearm,172035
14266,73800 ,50737 ,Theft from Vehicle,172043
14267,32816 ,17614 ,Robbery No Firearm,172045
14268,43564 ,14295 ,Theft from Vehicle,172076
14269,68576 ,51200 ,Aggravated Assault No Firearm,172084
14270,50023 ,34438 ,Motor Vehicle Theft,172098
14271,12513 ,18459 ,Aggravated Assault No Firearm,172112
14272,41242 ,45019 ,Theft from Vehicle,172137
14273,21599 ,31532 ,Theft from Vehicle,172145
14274,66643 ,63195 ,Robbery No Firearm,172148
14275,61642 ,40751 ,Rape,172156
14276,43585 ,32145 ,Theft from Vehicle,172172
14277,32151 ,19648 ,Theft from Vehicle,172187
14278,58871 ,38491 ,Robbery No Firearm,172205
14279,9065 ,32065 ,Burglary Non-Residential,172219
14280,51057 ,61275 ,Theft from Vehicle,172267
14281,60528 ,42533 ,Burglary Residential,172277
14282,37956 ,36542 ,Aggravated Assault No Firearm,172279
14283,40323 ,29854 ,Motor Vehicle Theft,172288
14284,49272 ,54818 ,Aggravated Assault Firearm,172301
14285,73354 ,62044 ,Theft from Vehicle,172301
14286,26921 ,20447 ,Theft from Vehicle,172313
14287,28525 ,41095 ,Aggravated Assault No Firearm,172336
14288,15439 ,31541 ,Burglary Residential,172346
14289,47138 ,47735 ,Theft from Vehicle,172360
14290,65958 ,52894 ,Aggravated Assault No Firearm,172365
14291,60122 ,58792 ,Burglary Residential,172377
14292,34218 ,52660 ,Burglary Residential,172384
14293,45448 ,21148 ,Robbery No Firearm,172390
14294,14182 ,39257 ,Theft from Vehicle,172397
14295,31283 ,51786 ,Theft from Vehicle,172417
14296,44354 ,36266 ,Robbery Firearm,172419
14297,30043 ,22010 ,Theft from Vehicle,172431
14298,35122 ,18069 ,Motor Vehicle Theft,172436
14299,34874 ,17384 ,Burglary Residential,172440
14300,68372 ,48679 ,Burglary Residential,172440
14301,38983 ,37459 ,Theft from Vehicle,172443
14302,13696 ,32847 ,Burglary Residential,172474
14303,47450 ,52625 ,Robbery No Firearm,172502
14304,11108 ,13923 ,Burglary Residential,172512
14305,39186 ,35851 ,Aggravated Assault Firearm,172529
14306,47047 ,48682 ,Aggravated Assault No Firearm,172548
14307,34906 ,10121 ,Robbery Firearm,172557
14308,19324 ,32049 ,Theft from Vehicle,172560
14309,22384 ,28758 ,Motor Vehicle Theft,172563
14310,46846 ,45209 ,Burglary Residential,172575
14311,63438 ,43058 ,Aggravated Assault Firearm,172576
14312,41916 ,17089 ,Robbery Firearm,172582
14313,32386 ,17270 ,Robbery No Firearm,172583
14314,39137 ,36406 ,Robbery No Firearm,172597
14315,78797 ,51096 ,Burglary Non-Residential,172600
14316,19325 ,62168 ,Burglary Residential,172600
14317,39002 ,67891 ,Burglary Residential,172626
14318,90699 ,57877 ,Theft from Vehicle,172627
14319,40036 ,37523 ,Robbery No Firearm,172632
14320,47276 ,38637 ,Motor Vehicle Theft,172653
14321,42178 ,44242 ,Robbery Firearm,172671
14322,40529 ,20112 ,Burglary Residential,172676
14323,37701 ,34498 ,Robbery Firearm,172694
14324,90699 ,57877 ,Robbery No Firearm,172714
14325,38175 ,41430 ,Theft from Vehicle,172726
14326,41668 ,57719 ,Burglary Residential,172727
14327,73216 ,49056 ,Robbery No Firearm,172731
14328,45207 ,22875 ,Motor Vehicle Theft,172735
14329,31684 ,21188 ,Theft from Vehicle,172737
14330,19324 ,32049 ,Theft from Vehicle,172747
14331,23667 ,32002 ,Aggravated Assault No Firearm,172758
14332,49190 ,31567 ,Robbery Firearm,172798
14333,42068 ,43774 ,Aggravated Assault No Firearm,172802
14334,41550 ,38951 ,Motor Vehicle Theft,172807
14335,20779 ,33115 ,Robbery Firearm,172814
14336,41805 ,46464 ,Burglary Residential,172828
14337,23667 ,32002 ,Robbery No Firearm,172842
14338,68148 ,55252 ,Rape,172884
14339,19690 ,32468 ,Aggravated Assault No Firearm,172910
14340,40067 ,18003 ,Burglary Residential,172936
14341,46666 ,52159 ,Burglary Residential,172944
14342,70157 ,44102 ,Robbery No Firearm,172956
14343,48574 ,49964 ,Burglary Residential,172958
14344,14468 ,19640 ,Theft from Vehicle,172961
14345,21521 ,27063 ,Aggravated Assault No Firearm,172962
14346,34772 ,44591 ,Aggravated Assault No Firearm,172977
14347,41452 ,68239 ,Aggravated Assault No Firearm,172993
14348,65183 ,51336 ,Robbery No Firearm,172995
14349,47574 ,45151 ,Robbery Firearm,173037
14350,59004 ,43032 ,Theft from Vehicle,173089
14351,75970 ,64810 ,Theft from Vehicle,173120
14352,53088 ,40395 ,Theft from Vehicle,173127
14353,20515 ,22919 ,Burglary Non-Residential,173160
14354,35399 ,54958 ,Theft from Vehicle,173189
14355,32095 ,58438 ,Theft from Vehicle,173201
14356,62290 ,49950 ,Theft from Vehicle,173201
14357,86347 ,74851 ,Motor Vehicle Theft,173231
14358,31810 ,23476 ,Theft from Vehicle,173266
14359,44500 ,31475 ,Motor Vehicle Theft,173300
14360,43083 ,13145 ,Theft from Vehicle,173319
14361,53668 ,33707 ,Motor Vehicle Theft,173322
14362,89988 ,86209 ,Robbery No Firearm,173326
14363,103239 ,73451 ,Burglary Non-Residential,173333
14364,41717 ,20489 ,Theft from Vehicle,173334
14365,34726 ,17823 ,Motor Vehicle Theft,173350
14366,40472 ,27611 ,Robbery No Firearm,173359
14367,30009 ,21294 ,Theft from Vehicle,173370
14368,38433 ,37557 ,Theft from Vehicle,173371
14369,43991 ,46435 ,Burglary Residential,173373
14370,41837 ,23662 ,Theft from Vehicle,173374
14371,15096 ,32441 ,Theft from Vehicle,173374
14372,39324 ,36364 ,Theft from Vehicle,173386
14373,85189 ,78136 ,Burglary Residential,173404
14374,26474 ,62551 ,Theft from Vehicle,173417
14375,84942 ,54970 ,Theft from Vehicle,173423
14376,8736 ,11833 ,Theft from Vehicle,173430
14377,73546 ,54953 ,Theft from Vehicle,173453
14378,11750 ,27887 ,Theft from Vehicle,173463
14379,13309 ,18309 ,Robbery No Firearm,173468
14380,40941 ,30394 ,Motor Vehicle Theft,173470
14381,44177 ,23854 ,Theft from Vehicle,173475
14382,36164 ,33619 ,Theft from Vehicle,173475
14383,30559 ,39698 ,Theft from Vehicle,173482
14384,15248 ,31365 ,Theft from Vehicle,173493
14385,53011 ,35910 ,Aggravated Assault No Firearm,173501
14386,71638 ,54135 ,Burglary Residential,173515
14387,38951 ,38045 ,Theft from Vehicle,173518
14388,15509 ,28539 ,Theft from Vehicle,173523
14389,15063 ,21296 ,Theft from Vehicle,173528
14390,42285 ,57547 ,Robbery Firearm,173539
14391,55875 ,49331 ,Burglary Residential,173559
14392,52234 ,55677 ,Rape,173559
14393,102257 ,77232 ,Burglary Residential,173560
14394,24137 ,31959 ,Aggravated Assault No Firearm,173562
14395,44444 ,40796 ,Rape,173564
14396,41066 ,29089 ,Aggravated Assault No Firearm,173568
14397,76612 ,55616 ,Burglary Residential,173572
14398,32822 ,23438 ,Theft from Vehicle,173575
14399,23346 ,32376 ,Burglary Non-Residential,173581
14400,38621 ,38415 ,Burglary Residential,173582
14401,83892 ,54834 ,Rape,173583
14402,18691 ,63343 ,Theft from Vehicle,173598
14403,43693 ,29599 ,Aggravated Assault No Firearm,173609
14404,41678 ,42014 ,Theft from Vehicle,173613
14405,45256 ,19782 ,Theft from Vehicle,173631
14406,8841 ,27488 ,Robbery Firearm,173632
14407,17875 ,26525 ,Theft from Vehicle,173641
14408,40904 ,61795 ,Motor Vehicle Theft,173649
14409,11537 ,35208 ,Burglary Residential,173653
14410,54494 ,35598 ,Burglary Residential,173672
14411,12192 ,37929 ,Aggravated Assault Firearm,173674
14412,32249 ,41756 ,Theft from Vehicle,173688
14413,46951 ,45527 ,Theft from Vehicle,173722
14414,76323 ,58675 ,Burglary Residential,173738
14415,69393 ,60948 ,Theft from Vehicle,173753
14416,44621 ,40599 ,Theft from Vehicle,173753
14417,36559 ,21147 ,Motor Vehicle Theft,173769
14418,27505 ,28890 ,Robbery Firearm,173774
14419,39688 ,18922 ,Motor Vehicle Theft,173791
14420,38110 ,50363 ,Robbery Firearm,173792
14421,48469 ,50525 ,Theft from Vehicle,173801
14422,74679 ,52523 ,Burglary Residential,173805
14423,33572 ,61614 ,Burglary Non-Residential,173808
14424,42854 ,24002 ,Theft from Vehicle,173817
14425,64982 ,49074 ,Burglary Residential,173818
14426,34695 ,25903 ,Burglary Residential,173829
14427,48364 ,34409 ,Aggravated Assault No Firearm,173837
14428,37051 ,14385 ,Burglary Residential,173849
14429,42581 ,63323 ,Theft from Vehicle,173855
14430,11035 ,5444 ,Aggravated Assault No Firearm,173878
14431,44938 ,30100 ,Burglary Residential,173896
14432,9260 ,3488 ,Motor Vehicle Theft,173907
14433,72860 ,49299 ,Robbery No Firearm,173921
14434,33010 ,54176 ,Motor Vehicle Theft,173943
14435,36578 ,9902 ,Theft from Vehicle,173946
14436,36939 ,29124 ,Robbery No Firearm,173952
14437,65334 ,47981 ,Aggravated Assault No Firearm,173953
14438,22034 ,48834 ,Motor Vehicle Theft,173955
14439,34848 ,49678 ,Aggravated Assault No Firearm,173977
14440,45720 ,22723 ,Theft from Vehicle,174007
14441,48907 ,49947 ,Theft from Vehicle,174009
14442,40053 ,28343 ,Theft from Vehicle,174016
14443,21240 ,24599 ,Homicide - Criminal,174030
14444,51103 ,43072 ,Theft from Vehicle,174040
14445,45464 ,59296 ,Robbery Firearm,174041
14446,33207 ,38928 ,Robbery Firearm,174043
14447,21960 ,30426 ,Robbery Firearm,174063
14448,13850 ,28763 ,Aggravated Assault Firearm,174064
14449,109629 ,73679 ,Homicide - Criminal,174083
14450,44184 ,32066 ,Burglary Residential,174096
14451,27794 ,67855 ,Theft from Vehicle,174100
14452,28452 ,49092 ,Theft from Vehicle,174105
14453,15327 ,27667 ,Burglary Residential,174107
14454,11473 ,9733 ,Burglary Residential,174120
14455,54706 ,39737 ,Robbery No Firearm,174121
14456,39553 ,34944 ,Aggravated Assault Firearm,174126
14457,14197 ,29494 ,Burglary Residential,174126
14458,18314 ,27094 ,Robbery Firearm,174140
14459,38228 ,10939 ,Robbery No Firearm,174151
14460,73316 ,54136 ,Robbery Firearm,174157
14461,73316 ,54136 ,Aggravated Assault No Firearm,174170
14462,34475 ,16998 ,Aggravated Assault No Firearm,174170
14463,54364 ,42469 ,Theft from Vehicle,174170
14464,65948 ,48672 ,Aggravated Assault No Firearm,174227
14465,51244 ,37612 ,Aggravated Assault Firearm,174229
14466,73119 ,48464 ,Robbery Firearm,174230
14467,38176 ,17194 ,Burglary Non-Residential,174233
14468,85467 ,56950 ,Motor Vehicle Theft,174249
14469,57981 ,40887 ,Theft from Vehicle,174299
14470,78532 ,62497 ,Aggravated Assault Firearm,174342
14471,33635 ,17089 ,Aggravated Assault No Firearm,174345
14472,36715 ,40504 ,Theft from Vehicle,174374
14473,73168 ,57898 ,Aggravated Assault No Firearm,174381
14474,44797 ,63046 ,Aggravated Assault No Firearm,174383
14475,43222 ,46286 ,Burglary Non-Residential,174384
14476,28025 ,46691 ,Burglary Residential,174403
14477,73437 ,59477 ,Homicide - Criminal,174621
14478,41238 ,39908 ,Theft from Vehicle,174650
14479,91202 ,78135 ,Theft from Vehicle,174660
14480,103736 ,77228 ,Theft from Vehicle,174675
14481,29622 ,32632 ,Burglary Residential,174709
14482,101007 ,77325 ,Theft from Vehicle,174723
14483,14464 ,62182 ,Theft from Vehicle,174732
14484,43344 ,44603 ,Theft from Vehicle,174749
14485,72422 ,57904 ,Theft from Vehicle,174750
14486,44095 ,50531 ,Robbery Firearm,174784
14487,72716 ,64414 ,Burglary Residential,174796
14488,29460 ,21541 ,Robbery No Firearm,174809
14489,52195 ,50625 ,Theft from Vehicle,174815
14490,36332 ,17472 ,Theft from Vehicle,174825
14491,34367 ,19932 ,Burglary Non-Residential,174826
14492,23966 ,30790 ,Burglary Non-Residential,174841
14493,27056 ,20833 ,Aggravated Assault No Firearm,174882
14494,42750 ,18339 ,Robbery Firearm,174891
14495,38025 ,27706 ,Burglary Residential,174900
14496,34367 ,19932 ,Theft from Vehicle,174900
14497,43999 ,28433 ,Theft from Vehicle,174905
14498,53160 ,54195 ,Aggravated Assault No Firearm,174907
14499,35844 ,17912 ,Theft from Vehicle,174930
14500,35467 ,49083 ,Motor Vehicle Theft,174934
14501,42476 ,17172 ,Theft from Vehicle,174943
14502,54479 ,54151 ,Theft from Vehicle,174944
14503,78055 ,75781 ,Burglary Residential,174953
14504,17041 ,34818 ,Robbery No Firearm,174957
14505,33645 ,70964 ,Burglary Non-Residential,174972
14506,11873 ,27284 ,Burglary Non-Residential,174989
14507,30604 ,39294 ,Burglary Residential,175038
14508,77358 ,49590 ,Robbery Firearm,175060
14509,39196 ,14129 ,Burglary Residential,175064
14510,34585 ,35927 ,Burglary Residential,175069
14511,34585 ,35927 ,Theft from Vehicle,175073
14512,34585 ,35927 ,Aggravated Assault Firearm,175078
14513,34585 ,35927 ,Aggravated Assault Firearm,175078
14514,48546 ,53226 ,Aggravated Assault Firearm,175078
14515,24256 ,32477 ,Aggravated Assault Firearm,175079
14516,43896 ,65058 ,Theft from Vehicle,175094
14517,36774 ,29940 ,Burglary Residential,175096
14518,14225 ,36105 ,Theft from Vehicle,175097
14519,40114 ,28587 ,Theft from Vehicle,175101
14520,66669 ,59144 ,Burglary Residential,175102
14521,83025 ,71572 ,Aggravated Assault No Firearm,175115
14522,65912 ,58255 ,Motor Vehicle Theft,175148
14523,11734 ,34161 ,Theft from Vehicle,175208
14524,43208 ,22767 ,Robbery Firearm,175209
14525,55250 ,42250 ,Robbery No Firearm,175212
14526,34220 ,18154 ,Theft from Vehicle,175222
14527,48671 ,53384 ,Burglary Residential,175233
14528,42172 ,40625 ,Theft from Vehicle,175239
14529,34473 ,69172 ,Burglary Residential,175240
14530,16086 ,15716 ,Theft from Vehicle,175251
14531,59394 ,57640 ,Robbery No Firearm,175271
14532,35219 ,36343 ,Burglary Residential,175272
14533,67969 ,46258 ,Theft from Vehicle,175272
14534,66008 ,52151 ,Aggravated Assault No Firearm,175275
14535,39247 ,30713 ,Aggravated Assault No Firearm,175284
14536,13870 ,23524 ,Theft from Vehicle,175294
14537,54420 ,58547 ,Motor Vehicle Theft,175313
14538,38162 ,31154 ,Burglary Residential,175315
14539,48731 ,36827 ,Burglary Residential,175323
14540,101624 ,75149 ,Aggravated Assault No Firearm,175331
14541,31959 ,17763 ,Burglary Residential,175334
14542,65560 ,55496 ,Burglary Residential,175335
14543,49364 ,31358 ,Robbery No Firearm,175337
14544,65853 ,60945 ,Aggravated Assault No Firearm,175342
14545,16353 ,34939 ,Robbery No Firearm,175353
14546,59385 ,45048 ,Theft from Vehicle,175355
14547,22347 ,46285 ,Theft from Vehicle,175363
14548,66450 ,52620 ,Robbery No Firearm,175377
14549,11819 ,28347 ,Aggravated Assault No Firearm,175378
14550,11819 ,28347 ,Robbery No Firearm,175393
14551,20223 ,30074 ,Aggravated Assault Firearm,175404
14552,39476 ,58557 ,Aggravated Assault Firearm,175413
14553,29947 ,51242 ,Motor Vehicle Theft,175415
14554,13850 ,28763 ,Burglary Residential,175465
14555,25483 ,28905 ,Burglary Residential,175466
14556,38160 ,41452 ,Burglary Residential,175515
14557,15406 ,57004 ,Robbery No Firearm,175516
14558,34834 ,39687 ,Robbery Firearm,175520
14559,68434 ,48314 ,Burglary Residential,175521
14560,29969 ,20603 ,Robbery Firearm,175527
14561,55860 ,41900 ,Robbery Firearm,175550
14562,15663 ,29153 ,Aggravated Assault No Firearm,175568
14563,45163 ,45462 ,Robbery No Firearm,175568
14564,89526 ,54952 ,Aggravated Assault No Firearm,175589
14565,22845 ,32321 ,Theft from Vehicle,175600
14566,39090 ,32816 ,Aggravated Assault No Firearm,175662
14567,76742 ,56840 ,Robbery Firearm,175679
14568,32562 ,33181 ,Theft from Vehicle,175687
14569,11595 ,18317 ,Aggravated Assault No Firearm,175702
14570,103119 ,70793 ,Theft from Vehicle,175719
14571,35474 ,40886 ,Robbery Firearm,175732
14572,34339 ,17861 ,Aggravated Assault No Firearm,175782
14573,69789 ,56875 ,Aggravated Assault No Firearm,175785
14574,45422 ,59100 ,Aggravated Assault No Firearm,175814
14575,43212 ,13610 ,Motor Vehicle Theft,175838
14576,46004 ,41190 ,Burglary Non-Residential,175849
14577,34940 ,36561 ,Burglary Non-Residential,175918
14578,47277 ,56254 ,Motor Vehicle Theft,175956
14579,34684 ,15154 ,Aggravated Assault No Firearm,175983
14580,41199 ,60467 ,Burglary Residential,176015
14581,37682 ,58700 ,Theft from Vehicle,176048
14582,48314 ,36788 ,Aggravated Assault No Firearm,176085
14583,44815 ,65633 ,Burglary Non-Residential,176089
14584,37064 ,31231 ,Theft from Vehicle,176146
14585,47087 ,49093 ,Theft from Vehicle,176162
14586,55483 ,43754 ,Theft from Vehicle,176185
14587,36320 ,38521 ,Motor Vehicle Theft,176205
14588,35039 ,56188 ,Motor Vehicle Theft,176210
14589,51252 ,36773 ,Burglary Non-Residential,176214
14590,33387 ,35777 ,Burglary Non-Residential,176239
14591,69652 ,41516 ,Theft from Vehicle,176239
14592,58225 ,53350 ,Aggravated Assault No Firearm,176265
14593,30605 ,40988 ,Theft from Vehicle,176296
14594,57580 ,42860 ,Robbery Firearm,176314
14595,65256 ,54588 ,Burglary Residential,176319
14596,70610 ,42604 ,Robbery No Firearm,176320
14597,51708 ,50871 ,Burglary Non-Residential,176327
14598,22714 ,33953 ,Theft from Vehicle,176339
14599,45145 ,60496 ,Aggravated Assault No Firearm,176353
14600,31833 ,41313 ,Burglary Residential,176356
14601,52009 ,57173 ,Robbery No Firearm,176367
14602,18326 ,26714 ,Burglary Residential,176370
14603,50619 ,50807 ,Burglary Residential,176383
14604,28960 ,60430 ,Burglary Residential,176403
14605,58471 ,44317 ,Robbery Firearm,176404
14606,82748 ,57064 ,Motor Vehicle Theft,176406
14607,43983 ,13048 ,Robbery Firearm,176418
14608,42197 ,13229 ,Burglary Residential,176462
14609,69761 ,56110 ,Theft from Vehicle,176464
14610,44258 ,53799 ,Burglary Non-Residential,176477
14611,17665 ,29066 ,Aggravated Assault No Firearm,176482
14612,78587 ,52231 ,Robbery No Firearm,176493
14613,40319 ,13946 ,Theft from Vehicle,176536
14614,19064 ,51664 ,Theft from Vehicle,176546
14615,60306 ,58020 ,Burglary Residential,176550
14616,62674 ,45621 ,Theft from Vehicle,176559
14617,41031 ,44926 ,Burglary Residential,176560
14618,103389 ,80691 ,Robbery No Firearm,176570
14619,44753 ,35683 ,Robbery No Firearm,176575
14620,32898 ,42176 ,Theft from Vehicle,176580
14621,31423 ,34249 ,Rape,176611
14622,56725 ,40534 ,Burglary Residential,176613
14623,14483 ,33642 ,Robbery Firearm,176633
14624,42142 ,65326 ,Aggravated Assault No Firearm,176635
14625,16227 ,15530 ,Burglary Residential,176641
14626,80592 ,51229 ,Theft from Vehicle,176646
14627,39922 ,33851 ,Aggravated Assault No Firearm,176647
14628,47801 ,52361 ,Aggravated Assault No Firearm,176655
14629,38627 ,21565 ,Burglary Non-Residential,176665
14630,38058 ,30618 ,Burglary Residential,176677
14631,37896 ,15009 ,Burglary Non-Residential,176693
14632,39188 ,30365 ,Theft from Vehicle,176694
14633,36962 ,25581 ,Aggravated Assault No Firearm,176695
14634,38433 ,37557 ,Theft from Vehicle,176706
14635,55912 ,41857 ,Burglary Residential,176708
14636,39680 ,18673 ,Aggravated Assault No Firearm,176734
14637,45419 ,44964 ,Theft from Vehicle,176741
14638,45419 ,44964 ,Aggravated Assault No Firearm,176751
14639,33757 ,51427 ,Motor Vehicle Theft,176756
14640,39853 ,13337 ,Motor Vehicle Theft,176756
14641,66713 ,44561 ,Theft from Vehicle,176763
14642,90634 ,78540 ,Aggravated Assault No Firearm,176774
14643,13004 ,30498 ,Aggravated Assault No Firearm,176790
14644,8207 ,32975 ,Theft from Vehicle,176792
14645,40559 ,38360 ,Robbery Firearm,176800
14646,45616 ,24498 ,Robbery No Firearm,176834
14647,52679 ,35917 ,Burglary Non-Residential,176852
14648,42721 ,31095 ,Theft from Vehicle,176853
14649,38253 ,66277 ,Burglary Residential,176886
14650,10524 ,32164 ,Robbery Firearm,176891
14651,41008 ,17861 ,Theft from Vehicle,176896
14652,39996 ,37489 ,Homicide - Criminal,176899
14653,28100 ,64850 ,Burglary Residential,176903
14654,65454 ,62703 ,Burglary Residential,176905
14655,77420 ,51183 ,Burglary Residential,176955
14656,36774 ,29940 ,Burglary Residential,176960
14657,71841 ,59042 ,Burglary Residential,176986
14658,66274 ,64660 ,Theft from Vehicle,176995
14659,64936 ,39736 ,Burglary Residential,176996
14660,46720 ,36995 ,Motor Vehicle Theft,177004
14661,51383 ,38375 ,Burglary Residential,177019
14662,46872 ,59482 ,Burglary Residential,177026
14663,68117 ,50927 ,Theft from Vehicle,177028
14664,22772 ,28296 ,Aggravated Assault Firearm,177043
14665,31270 ,18685 ,Aggravated Assault No Firearm,177071
14666,33154 ,17548 ,Aggravated Assault No Firearm,177074
14667,56497 ,38764 ,Burglary Residential,177079
14668,31289 ,18408 ,Theft from Vehicle,177100
14669,74472 ,63103 ,Aggravated Assault No Firearm,177108
14670,32318 ,14523 ,Robbery No Firearm,177125
14671,46310 ,32563 ,Theft from Vehicle,177126
14672,33647 ,26295 ,Burglary Non-Residential,177144
14673,35184 ,71507 ,Robbery No Firearm,177154
14674,74048 ,55703 ,Theft from Vehicle,177163
14675,38344 ,35618 ,Burglary Residential,177168
14676,68457 ,49896 ,Motor Vehicle Theft,177176
14677,67539 ,47925 ,Burglary Residential,177192
14678,40830 ,49414 ,Rape,177279
14679,75263 ,49545 ,Aggravated Assault Firearm,177296
14680,11654 ,23814 ,Burglary Residential,177306
14681,30692 ,41624 ,Aggravated Assault No Firearm,177371
14682,62822 ,42167 ,Aggravated Assault No Firearm,177398
14683,80718 ,54969 ,Aggravated Assault No Firearm,177463
14684,16547 ,20639 ,Theft from Vehicle,177466
14685,40358 ,10304 ,Theft from Vehicle,177495
14686,31367 ,64708 ,Theft from Vehicle,177526
14687,41346 ,49424 ,Theft from Vehicle,177529
14688,51070 ,39771 ,Burglary Residential,177542
14689,66923 ,60308 ,Robbery Firearm,177547
14690,70954 ,56737 ,Theft from Vehicle,177563
14691,15142 ,18217 ,Motor Vehicle Theft,177578
14692,67896 ,62134 ,Rape,177588
14693,43951 ,20493 ,Burglary Non-Residential,177592
14694,35471 ,10043 ,Theft from Vehicle,177603
14695,34297 ,50152 ,Burglary Non-Residential,177614
14696,30363 ,65541 ,Theft from Vehicle,177617
14697,69517 ,41670 ,Burglary Residential,177634
14698,63193 ,46382 ,Theft from Vehicle,177653
14699,40484 ,58885 ,Burglary Residential,177660
14700,44528 ,31593 ,Theft from Vehicle,177667
14701,14464 ,62182 ,Robbery No Firearm,177673
14702,34708 ,55379 ,Theft from Vehicle,177673
14703,64279 ,46641 ,Burglary Non-Residential,177691
14704,44528 ,31593 ,Theft from Vehicle,177691
14705,65178 ,47059 ,Robbery Firearm,177696
14706,47066 ,43041 ,Theft from Vehicle,177706
14707,60380 ,57356 ,Theft from Vehicle,177716
14708,51627 ,39593 ,Motor Vehicle Theft,177717
14709,31758 ,34946 ,Burglary Residential,177722
14710,18646 ,54037 ,Aggravated Assault No Firearm,177726
14711,45922 ,41019 ,Rape,177743
14712,33827 ,26011 ,Burglary Residential,177748
14713,14212 ,29651 ,Theft from Vehicle,177750
14714,11614 ,30738 ,Burglary Residential,177751
14715,50852 ,40916 ,Theft from Vehicle,177753
14716,14414 ,16251 ,Theft from Vehicle,177757
14717,55493 ,41668 ,Theft from Vehicle,177758
14718,38241 ,19975 ,Burglary Residential,177771
14719,69425 ,42580 ,Theft from Vehicle,177781
14720,10588 ,31632 ,Theft from Vehicle,177801
14721,54268 ,38924 ,Burglary Residential,177811
14722,45379 ,47605 ,Motor Vehicle Theft,177843
14723,37906 ,57933 ,Theft from Vehicle,177853
14724,76041 ,50254 ,Theft from Vehicle,177858
14725,30893 ,51590 ,Aggravated Assault No Firearm,177880
14726,13870 ,18704 ,Theft from Vehicle,177884
14727,61720 ,46960 ,Theft from Vehicle,177885
14728,70227 ,46872 ,Motor Vehicle Theft,177888
14729,42122 ,46705 ,Burglary Residential,177895
14730,54738 ,51930 ,Aggravated Assault No Firearm,177908
14731,30511 ,14758 ,Burglary Residential,177928
14732,57532 ,40975 ,Theft from Vehicle,177931
14733,29705 ,46828 ,Theft from Vehicle,177947
14734,70227 ,46872 ,Motor Vehicle Theft,177950
14735,40118 ,9439 ,Burglary Residential,177955
14736,25687 ,46633 ,Aggravated Assault No Firearm,177963
14737,56636 ,56051 ,Theft from Vehicle,177983
14738,53049 ,55411 ,Theft from Vehicle,178030
14739,34065 ,44463 ,Robbery Firearm,178058
14740,39431 ,34277 ,Theft from Vehicle,178059
14741,38437 ,34998 ,Burglary Residential,178092
14742,41980 ,39815 ,Theft from Vehicle,178103
14743,34423 ,40791 ,Burglary Residential,178111
14744,11614 ,30738 ,Burglary Residential,178115
14745,15892 ,30393 ,Burglary Residential,178116
14746,22490 ,29966 ,Theft from Vehicle,178125
14747,38918 ,37507 ,Robbery No Firearm,178140
